@1gender_rec,@5ethnicity,@8aFather_rec,@8bMother_rec,@9MaritalStatus_rec,@27eLied_rec,@27bUseDrugs_rec,@27cCheated_rec,@15timespentfather,@18timespentmother,@19closeness,@19closeness_sum,@40religiosity,@40religiosity_sum,@33lifecondition,@33lifecondition_sum,@7performanceatschool,@31ainfluencedbytelevision,@31influecedbymusic,@28Vote_rec,@29satisfied_rec,@14qualityofrelationshipfather,@14qualityofrelationshipfather_sum,@17qualityofrelationshipmother,@17qualityofrelationshipmother_sum,@34interestinmedia,@34interestinmedia_sum,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ageremove,otherremove,Date,LoginID,RespondentID,IPAddress,Row_ID,Whatisyourgender,@2Whatisyourage,State,@4Whatisyourzipcode,V5_1,V5_2,V5_3,V5_4,V5_5,V5_6,V5_7,V5_8,ethnicity,@6Inwhatgradeareyoucurrentlyenrolledinatschool,Other,@8aFather,@8bMother,@9Myparentsare,Other_Q19,@10WhenathomeIlivewith,Other_Q21,@11Whichofthefollowingdescriptionscomesclosesttodescrib,aAmanandawomanwhoarenotmarriedbutlivetogetheranddonotha,bAmanandawomanwhoarenotmarriedbutlivetogetherandhavechi,cTwohomosexualmenwholivetogether,dTwohomosexualwomenwholivetogether,eAnunmarriedwomanandherchildren,fTwodivorcedwomenwhosharehousingbutdonothaveasexualrela,@13HowwouldyoudescribeyourrelationshipwithyourfatherSel,atalkwithyourfatheraboutyourpersonalconcerns,bwonderwhetherornotyourfatherlovesyou,cseekadvicefromyourfather,dfeelproudofyourfather,edosomethingspecialwithyourfatherthatinvolvesjustthetwo,fshowyourloveforyourfather,gfeelyourfathershowshisloveforyou,@16HowwouldyoudescribeyourrelationshipwithyourmotherSel,atalkwithyourmotheraboutyourpersonalproblems,bwonderwhetherornotyourmotherlovesyou,cseekadvicefromyourmother,dfeelproudofyourmother,edosomethingspecialwithyourmotherthatinvolvesjustthetwo,fshowyourloveforyourmother,gfeelyourmothershowsherloveforyou,adonottrustme,bshoutatme,cfightwitheachother,ddonotallowmetodothethingsIwanttodo,eareveryinterestedinwhoIam,fspendtimewithme,gadmitwhentheyarewrongormistaken,haretoostrict,isetgoodexamplesforme,jshowthattheyreallyloveeachother,kexpectmoreofmethanisfair,@20MyhomeisaplaceSelectoneanswertocompletethesentence,@21Whatyeardidyougraduatefromhighschool,aIftherearechildreninvolvedinthemarriagetheparentsshoul,bOverallyoufeelthatyourfamilyexperiencehasbeengood,cIfthetraditionalfamilyfallsapartoursocietywouldcollaps,dThesedaysitisveryhardtohaveasuccessfulmarriage,eAnyonewhogetsmarriedthesedaysshouldexpectthattheirmarr,fMarriageproblemshavebeenexaggeratedmostmarriedcouplesh,gIwantamarriagelikemyparents,hGodintendedformarriagetolastalifetime,iIwouldliketobeavirginatmarriage,jIfIwasntavirginnowandIcouldchangethepastIwouldwaittoha,kIwillbeveryhappyinmymarriage,lThereistoomuchpressuretogetmarriedwouldratherlivetoget,mIwouldprefertoremainsingle,aHoldinghands,bEmbracingandsomekissing,cHeavyordeepkissing,dTouchingofbreasts,eTouchingofgenitalsprivateparts,fSexualintercourse,aHoldinghands_Q79,bEmbracingandsomekissing_Q80,cHeavyordeepkissing_Q81,dTouchingofbreasts_Q82,eTouchingofgenitalsprivateparts_Q83,fSexualintercourse_Q84,ayourfriendsstronglyencouragedyoutodoso,byouwereinlovewiththeperson,cyoureallyintendedtomarrythatperson,dyouwerepositivethatapregnancywouldnotresult,eyouknewthatyourparentswouldnotfindout,fyoufeltthatyourparentswouldnotmind,aTVormovies,bInternet,cParents,dTextbooks,eSexrelatedmagazinesandbooks,fClassmatesorfriends,aWatchedanxratedorpornographicmovie,@27bUsedsometypeofillegalnonprescriptiondrug,@27cCheatedonanexamorotherevaluation,dStolemoneyorsomeothermaterialpossession,@27eLiedtoaparentteacherorotherolderperson,fLiedtooneofyourfriendsorpeers,gAttemptedsuicide,hReadapornographicmagazine,iDrankenoughalcoholtobedrunk,jIntentionallytriedtophysicallyhurtsomeone,kIntentionallytriedtoemotionallyhurtsomeone,lGambledorbetyourmoneyonsomething,mSmokedacigaretteorusedanothertobaccoproduct,nHadsuicidalthoughts,oWatchedmusicvideosatleastonceaweek,@28Areyouregisteredtovote,@29Overallhowsatisfiedareyouwithyourlifethesedays,aWatchingTV,bListeningtomusic,cReadingabook,dReadingtheBibleKoran,eStudyingfromschoolmaterials,fSleepingwhileonbreak,gLookingforinformationontheinternet,hChattingontheInternetorSMS,bTheBibleKoran,cYourbrothersandsisters,dBuddhistfaith,eScientologyorothersuchNewAgeReligions,fYourparents,gYourteachers,hYourfriends,jMovies,kTheChristianfaith,lTheinformationthatyougetfromtheInternet,mReligiousleadersinyourcommunity,nIslamicfaith,oYourtextbooks,pIndigenousfaithtraditionalancestorworship,qHinduismfaith,rNationalpoliticalleaders,sOtherreligiousfaiths,aIcanthinkofaspecifictimerecentlywhenmyreligiousbeliefs,bpeoplemaydefinetruthincontradictorywaysandstillbecorre,ctheBibleKorandoesnotprovidetodayspeoplewithpracticalst,dtogetbythesedayssometimesyouhavetobendtherulestoyourow,eitsOKtobreakthelawaslongasitdoesnthurtanybody,fthewaythingsarethesedayslyingissometimesnecessary,gtheBibleprovidesaclearandindisputabledescriptionofmora,hapersoncanleadafullandsatisfyinglifeeveniftheydonotpur,iwhenitcomestomattersofmoralsandethicstruthmeansdiffere,jtheBibleprovidesabsolutemoraltruthsthatarethesameforal,kIfeelthatitisimportanttobeamemberofachurch,lallreligionsteachequallyvalidtruths,myouknowthatsomethingismorallyorethicallyrightifitworks,nGodcreatedpeoplebutHeisnolongerpersonallyinvolvedinthe,oanyonewhoreliesupontheBibleformoralguidanceisfoolish,pmyfaithisveryimportantinmylife,qtheuniversewasoriginallycreatedbyGod,aGoodphysicalhealth,bWorkinginahighpayingjob,cBeingactiveinachurch,dInfluencingotherpeopleslives,eHavingacloserelationshipwithGod,fLivingclosetofamilyandrelatives,gAchievingfameorpublicrecognition,hHavingacomfortablelifestyle,iHavingclosepersonalfriendships,jHavingafulfilledsexlifewithinmarriage,kHavingaclearpurposeforliving,lLivingwithahighdegreeofintegrity,mTomakeadifferenceintheworld,nHavingchildren,oHavingonemarriagepartnerforlife,pHavingadegree,qOwningalargehouse,aFacebookBlogging,bHipHop,cFashionMagazine,dMP3CellPhoneLaptopComputer,@35Howmanyyearshaveyouhadyourdriverslicense,aGodexists,bGhostsexistandinfluencelife,cHumansoulsdonotdiewiththebody,dHeavenandHellarerealplaces,eOtherpopularreligiouspracticesarehelpful,@37Whichoneofthefollowingdescriptionscomesclosesttodesc,@38Whichoneofthefollowingstatementsbestdescribeswhatyou,aYou,bYourfather,cYourmother,dBrothersSisterslivinginyourhome,aReadpartoftheBibleKoranorotherreligiousscriptures,bPray,cAttendareligiousyouthgroup,dAttendareligiousscripturestudygroup,eAttendareligioustrainingclass,fLeadasmallgrouptodiscussreligion,@41Abouthowmanyyouthattendyourreligiousyouthgroupmeetin,@42Overallhowimportantisyourreligionthesedays,@43Whenyougraduatefromhighschoolormoveawayfromhomehowli,aFamilyorrelatives,bChurches,cLiterature,dFriends,eTextbook,fMissionary,gOtherexRadioTV,@45Selectthemostappropriateaffiliationforyourreligiousf,aTheChristianfaithisrelevanttothewayIlivetoday,bTheHolySpiritisasymbolofGodspresenceorpowerbutnotalivi,cTheBibleistotallyaccurateinallofitsteachings,dIpersonallyhavearesponsibilitytotellotherpeopleaboutmy,eThedevilorSatanisnotalivingbeingbutisasymbolofevil,fAfterHewascrucifiedanddiedJesusChristdidNOTreturntolif,gIfapersonisgenerallygoodordoesenoughgoodthingsforother,hWhatIdoforotherpeopleismoreimportantthanwhatIbelieveab,iPrayercanchangewhathappensinlife,jPeoplewhodonotconsciouslyacceptJesusChristastheirsavio,kWhenJesusChristlivedonearthHecommittedsinslikeotherpeo,litdoesnotmatterwhatreligiousfaithyouassociatewithbecau,mAfterdeathpeoplearereincarnatedthatistheyreturntoearth,nJesusChristwasarealperson,oMuslimsBuddhistsChristiansJewsandallotherpeoplepraytot,pTherearesomecrimessinsorotherbehaviorspeopledothatares,qThewholeideaofsinisoutdated,rAngelsexistandinfluencepeopleslives
1.00,1.00,3.00,3.00,2.00,.00,.00,.00,7,8,2.73,30.00,3.00,18.00,4.29,73.00,4,1,1,1.00,1.00,3.14,22.00,4.14,29.00,3.25,13.00,,1.00,1,03-Sep-2010 17:36,1170298,1648815,216.198.120.128,1,1,6,1,35989,0,0,0,0,1,0,0,0,5.00,6, ,4,6,2, ,4, ,2,1,2,1,1,2,1,6,3,1,4,4,3,3,4,6,4,1,5,4,5,5,5,1,1,2,2,4,4,4,1,4,1,2,5,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,3,3,3,2,2,2,2,3,3,3,3,2,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,4,1,2,1,1,2,1,1,1,3,1,1,1,4,4,3,1,4,2,3,1,3,3,1,2,2,2,1,2,1,1,2,1,2,2,2,2,1,1,2,1,2,2,5,4,4,5,4,5,5,5,5,3,5,4,4,3,5,4,3,4,4,1,4,2,3,3,3,3,2,2,3,4,1,2,6,3,5,4,4,1,1,1,3,3,2,2,2,2,2,2,2,6,2,2,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2
1.00,2.00,1.00,1.00,3.00,1.00,1.00,1.00,8,8,2.73,30.00,3.50,21.00,2.00,34.00,4,2,2,1.00,.00,3.57,25.00,3.86,27.00,2.75,11.00,,1.00,1,04-Sep-2010 04:13,1171955,1651496,76.95.25.39,51515639,1,7,5,90505,0,0,0,1,0,0,0,0,4.00,7, ,1,1,1, ,1, ,1,2,2,1,1,1,1,6,4,1,4,4,4,4,4,6,4,1,5,4,4,5,4,1,1,1,1,4,4,4,1,4,4,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,3,3,4,3,4,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,1,3,3,3,2,2,4,4,4,6,4,5,4,5,2,1,1,4,4,2,2,2,2,1,2,2,6,2,1,2,2,1,1,2,1,2,1,1,1,1,2,1,2,1,2
1.00,4.00,4.00,1.00,1.00,1.00,.00,.00,5,6,3.55,39.00,2.83,17.00,3.29,56.00,3,1,2,1.00,.00,3.71,26.00,4.43,31.00,2.75,11.00,,1.00,1,04-Sep-2010 16:00,1172770,1652815,71.177.13.101,4092620,1,4,5,92311,1,1,0,1,1,1,0,0,9.00,5, ,6,1,1, ,1, ,2,2,2,2,2,2,2,6,4,1,4,4,4,5,4,6,4,5,5,4,4,5,4,2,3,2,3,4,4,4,3,4,3,3,5,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,3,2,2,2,1,1,2,2,1,1,1,2,3,2,3,3,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,4,3,3,1,4,2,3,1,4,3,1,1,4,1,3,3,4,3,1,1,2,1,1,3,1,2,1,1,1,1,1,2,1,2,2,2,1,1,2,1,2,2,3,2,3,4,4,5,5,3,2,3,4,4,5,1,4,1,3,4,3,1,3,1,3,1,3,3,1,2,3,4,4,4,4,4,5,4,2,1,1,6,4,4,2,2,2,2,1,2,2,6,2,1,2,2,1,1,1,2,2,2,1,1,1,2,1,1,1,2
1.00,3.00,4.00,3.00,1.00,1.00,1.00,1.00,7,7,3.73,41.00,3.00,18.00,3.65,62.00,5,3,2,.00,.00,3.57,25.00,4.00,28.00,1.50,6.00,,1.00,1,10-Sep-2010 23:36,1181712,1665567,98.154.216.185,60989874,1,6,5,92708,0,0,0,0,0,1,0,0,6.00,7, ,6,6,1, ,2, ,2,1,2,1,1,2,1,6,3,1,4,4,4,5,4,6,4,1,5,5,4,5,4,3,3,3,3,4,4,4,3,4,3,2,5,1,2,2,2,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,3,4,4,3,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,2,2,3,3,3,5,2,4,5,4,5,4,3,1,1,4,2,3,2,4,3,3,1,3,1,1,1,2,2,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,2,3,4,3,3,5,2,3,3,4,4,4,4,2,5,4,5,4,1,1,1,3,1,3,1,2,3,2,7,8,4,4,4,4,5,5,4,1,1,2,2,4,4,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,2
1.00,1.00,4.00,3.00,1.00,.00,.00,.00,6,8,2.55,28.00,1.17,7.00,3.59,61.00,5,3,2,.00,1.00,4.00,28.00,4.43,31.00,3.25,13.00,,1.00,1,11-Sep-2010 10:46,1183046,1667735,184.98.32.223,37131966,1,2,3,85207,0,0,0,0,1,0,0,0,5.00,3, ,6,6,1, ,1, ,1,1,2,1,1,2,1,6,4,2,4,5,4,5,4,6,4,5,4,5,4,5,4,1,1,2,1,4,4,4,1,4,3,3,5,1,1,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,5,3,5,2,5,1,5,1,2,1,1,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,4,4,2,3,2,4,2,3,4,4,5,4,4,4,4,4,4,5,3,1,4,1,3,3,3,3,2,2,7,2,1,2,2,1,2,1,1,1,1,8,3,3,2,2,2,2,1,1,2,6,2,2,1,1,1,2,2,1,2,2,1,1,2,2,1,2,1,2
1.00,1.00,2.00,1.00,1.00,.00,.00,.00,7,7,3.00,33.00,1.83,11.00,3.12,53.00,3,2,3,1.00,.00,3.86,27.00,3.86,27.00,2.00,8.00,,1.00,1,11-Sep-2010 20:41,1184753,1670560,70.162.188.132,11372775,1,5,3,85201,0,0,0,0,1,0,0,0,5.00,4, ,3,1,1, ,1, ,1,1,2,1,1,2,1,6,4,1,4,5,4,5,4,6,4,1,4,4,4,5,5,1,3,2,3,4,4,4,2,4,4,2,5,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,2,2,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,2,1,1,1,2,4,1,3,4,1,1,4,3,3,3,3,2,2,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,3,3,3,3,3,4,5,3,3,3,3,3,3,3,3,3,2,1,3,1,3,1,3,2,3,3,1,2,3,2,2,2,6,2,2,2,2,2,1,1,3,3,2,2,2,2,1,2,2,6,2,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,2
1.00,1.00,4.00,3.00,1.00,1.00,.00,.00,8,8,3.18,35.00,3.17,19.00,3.65,62.00,5,3,1,.00,.00,3.29,23.00,4.00,28.00,2.50,10.00,,1.00,1,13-Sep-2010 19:29,1189158,1677198,99.56.207.90,13051573,1,5,5,92376,0,0,0,0,1,0,0,0,5.00,6, ,6,6,1, ,1, ,1,2,2,1,1,2,1,5,3,2,3,4,3,4,4,6,5,1,4,5,4,5,4,1,1,1,3,4,4,3,3,4,4,4,5,1,1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,3,3,2,1,1,1,3,3,3,2,2,2,4,3,4,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,3,1,3,2,4,5,2,5,4,4,1,1,4,2,3,1,3,1,3,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,4,3,3,2,4,3,1,3,4,4,5,4,5,4,5,5,3,3,1,1,5,1,3,3,3,3,1,2,3,4,4,4,4,4,5,4,4,1,1,5,4,4,2,2,1,1,1,1,1,6,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,1,1,2
1.00,1.00,3.00,2.00,1.00,1.00,1.00,.00,5,6,3.27,36.00,1.00,6.00,2.94,50.00,4,4,4,1.00,.00,3.00,21.00,4.14,29.00,3.00,12.00,,1.00,1,15-Sep-2010 23:27,1194121,1685656,99.88.74.86,38824572,1,7,5,93705,0,0,0,0,1,0,0,0,5.00,8, ,5,5,1, ,1, ,1,1,1,1,1,1,1,5,5,2,5,2,2,2,3,6,5,1,5,4,4,5,5,3,3,3,4,4,4,4,1,3,3,4,3,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,3,4,4,4,4,4,3,4,3,4,4,4,2,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,3,4,4,2,1,3,2,4,4,3,4,1,1,4,4,4,4,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,5,1,1,5,1,2,2,2,2,2,7,8,1,1,2,2,1,1,1,1,1,1,8,1,1,2,2,2,2,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1.00,1.00,4.00,3.00,2.00,.00,.00,.00,8,8,3.00,33.00,1.67,10.00,3.35,57.00,4,2,2,1.00,1.00,3.71,26.00,3.71,26.00,2.50,10.00,,1.00,1,16-Sep-2010 21:46,1196093,1688973,206.218.52.33,42953467,1,2,3,85388,0,0,0,0,1,0,0,0,5.00,1, ,6,6,4, ,1, ,1,1,2,1,1,2,2,6,4,1,4,4,4,4,5,6,4,1,4,4,4,5,4,1,2,2,1,4,4,3,3,4,4,3,5,1,1,2,2,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,3,2,2,2,2,2,1,3,3,3,1,1,3,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,1,2,1,2,1,1,1,1,4,1,1,4,3,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,2,2,5,5,3,3,3,4,2,3,3,3,3,3,3,4,4,4,2,3,2,1,4,1,2,1,2,2,1,2,4,4,4,4,4,2,2,2,1,2,1,2,3,2,2,2,1,1,1,1,1,7,,,,,,,,,,,,,,,,,,
1.00,1.00,3.00,2.00,1.00,.00,.00,.00,5,6,3.09,34.00,1.00,6.00,2.82,48.00,4,3,1,1.00,.00,2.71,19.00,3.86,27.00,3.50,14.00,,1.00,1,17-Sep-2010 00:06,1197137,1690766,130.184.253.7,9,1,7,4,72202,0,0,0,0,1,0,0,0,5.00,8, ,5,5,1, ,1, ,1,1,1,1,1,1,1,5,3,2,5,2,2,2,3,6,4,1,4,5,4,5,4,3,3,3,4,4,4,4,1,3,3,2,5,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,3,3,2,1,1,1,2,3,3,2,2,3,4,4,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,2,2,3,1,3,4,3,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,4,4,2,4,1,3,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,8,1,2,2,1,1,1,1,1,1,9,,,,,,,,,,,,,,,,,,
